cafeno,name,address,business_hours,tel,thumb
11848,유앤미,서울 중구 퇴계로73길 54-13,,,/home/data/thumb_img/default7.jpg
11850,두콩상회,서울 중구 퇴계로73길 43,,,/home/data/thumb_img/img11850.jpg
11856,비올레타,서울 성동구 금호로 60 B01호,,02-2296-8178,/home/data/thumb_img/img11856.jpg
11867,모노커피,서울 중구 퇴계로 289,,,/home/data/thumb_img/default4.jpg
11872,스타벅스 동대문두타점,서울 중구 장충단로 275,"월,화,수,목,일 10:30 ~ 23:30",1522-3232,/home/data/thumb_img/img11872.jpg
11891,버즈커피,서울 중구 을지로45길 62,,02-6366-3388,/home/data/thumb_img/default6.jpg
11895,카페더레드,서울 중구 퇴계로 290,,,/home/data/thumb_img/default5.jpg
11905,카페쉼그리고책,서울 중구 퇴계로 460,,,/home/data/thumb_img/default5.jpg
11913,인성공영,서울 성동구 행당로 76,,,/home/data/thumb_img/default6.jpg
11929,카페홀리데이,서울 중구 다산로 32,,,/home/data/thumb_img/default1.jpg
11930,커피앤,서울 중구 장충단로 253,,02-6388-3522,/home/data/thumb_img/img11930.jpg
11941,세라젬카페오가다 왕십리점,서울 중구 마장로 119,,02-2237-0325,/home/data/thumb_img/img11941.jpg
11945,카페로제따 금호점,서울 성동구 독서당로 327,,,/home/data/thumb_img/default6.jpg
11962,금성,서울 중구 마장로5길 11-5,,,/home/data/thumb_img/default9.jpg
11967,공차 현대아울렛동대문점,서울 중구 장충단로13길 20 지하2층,"월,화,수,일 11:00 ~ 22:00",02-2283-2250,/home/data/thumb_img/img11967.jpg
11975,조앤더주스 현대시티아울렛동대문점,서울 중구 장충단로13길 20 1층,,02-2283-2130,/home/data/thumb_img/img11975.jpg
11978,아뜰리에보나,서울 중구 을지로36길 43 3층,,070-7769-3578,/home/data/thumb_img/img11978.jpg
11987,베브릿지 현대시티아울렛동대문점,서울 중구 장충단로13길 20 지하2층,매일 11:00 ~ 23:00,02-2283-2251,/home/data/thumb_img/img11987.jpg
11990,킹콩쥬스&커피,서울 중구 장충단로13길 34,,,/home/data/thumb_img/default10.jpg
12026,더커피,서울 중구 청구로 64,,02-2233-1233,/home/data/thumb_img/img12026.jpg
12083,카페그린,서울 성동구 왕십리로 410 센트라스 상가 J동 1층 107호,월~금 10:00 ~ 22:00,02-6487-1337,/home/data/thumb_img/default4.jpg
12088,너랑나랑카페,서울 중구 다산로44길 76 1층,,,/home/data/thumb_img/default10.jpg
12106,청구다방,서울 중구 청구로12길 3,,02-2234-0497,/home/data/thumb_img/default2.jpg
12110,주스바,서울 중구 퇴계로 지하 431-1,,02-2282-5515,/home/data/thumb_img/default8.jpg
12115,빈트리이백이십오,서울 중구 퇴계로 440,,02-2236-0225,/home/data/thumb_img/default10.jpg
12123,이디야커피 충무아트홀점,서울 중구 퇴계로 381-1,월~금 08:00 ~ 23:00,02-3298-6878,/home/data/thumb_img/default9.jpg
12131,스토리1954,서울 중구 퇴계로 390,,,/home/data/thumb_img/default7.jpg
12154,카페배우세상,서울 중구 퇴계로75길 11,,02-2234-9998,/home/data/thumb_img/img12154.jpg
12163,카페라제스,서울 성동구 왕십리로 410 센트라스상가 A동 1층 102호,월~금 08:30 ~ 22:00,070-4837-0556,/home/data/thumb_img/img12163.jpg
12177,투썸플레이스 상왕십리역점,서울 성동구 왕십리로 410 센트라스 L동 B1층114호,,02-2297-2323,/home/data/thumb_img/default2.jpg
12181,바코드서울,서울 성동구 무학봉15다길 4 1층,영업시간 매일 12:00 ~ 23:00,02-2297-1566,/home/data/thumb_img/img12181.jpg
12191,10시10분,서울 중구 다산로 265,,02-2231-2876,/home/data/thumb_img/default10.jpg
12205,아날로그감성,서울 성동구 무수막길 69 열린금호교육문화관 입구,월~금 08:00 ~ 22:00,,/home/data/thumb_img/img12205.jpg
12207,디어유,서울 중구 다산로19길 23,,,/home/data/thumb_img/default5.jpg
12225,할리스커피 동대문역사문화공원점,"서울 중구 장충단로 251 2, 3층",,02-2272-3331,/home/data/thumb_img/img12225.jpg
12229,투썸플레이스 장충점,서울 중구 장충단로 205 2층,월~금 08:30 ~ 22:30,,/home/data/thumb_img/img12229.jpg
12234,플루크,서울 중구 동호로18길 13 1층,월~금 08:00 ~ 20:00,,/home/data/thumb_img/img12234.jpg
12263,손수요 왕십리점,서울 성동구 왕십리로 410 센트라스 상가 I동 1층 151호,,02-6101-7901,/home/data/thumb_img/img12263.jpg
12264,비트포비아 히든퀘스트점,서울 중구 을지로 지하 279,월~금 10:00 ~ 23:00,02-322-4997,/home/data/thumb_img/default8.jpg
12292,아담,서울 중구 동호로18길 5,,070-5438-5889,/home/data/thumb_img/default9.jpg
12305,에맥앤볼리오스 DDP점,서울 중구 을지로 281,매일 10:00 ~ 22:00,02-2153-0722,/home/data/thumb_img/img12305.jpg
12315,어메이징그레이스,서울 중구 청구로 140,,,/home/data/thumb_img/default8.jpg
12318,와우점핑,서울 중구 다산로 32 2층,,02-2233-5953,/home/data/thumb_img/default5.jpg
12331,카페야,서울 중구 퇴계로73가길 34,,,/home/data/thumb_img/img12331.jpg
12342,카페올리브,서울 중구 마장로1길 28-9,,02-2234-1175,/home/data/thumb_img/img12342.jpg
12343,토끼당,서울 성동구 장터길 13-1,영업시간 매일 12:00 ~ 20:00,,/home/data/thumb_img/img12343.jpg
12352,만랩커피 동평화패션타운점,서울 중구 마장로1길 28-21 1층,,02-2232-0777,/home/data/thumb_img/default5.jpg
12366,블링블링커피,서울 중구 동호로 178,,02-2234-5501,/home/data/thumb_img/default9.jpg
12395,오아시스,"서울 중구 청계천로 400 롯데캐슬베네치아 메가몰 1165,1166호",월~금 08:00 ~ 22:00,,/home/data/thumb_img/default9.jpg
12396,파스쿠찌 광희점,서울 중구 퇴계로 307 1층,월~금 07:00 ~ 19:00,02-2278-8088,/home/data/thumb_img/default5.jpg
12404,보현커피,서울 중구 동호로30길 31 1층,월~금 09:00 ~ 19:30,010-9116-0129,/home/data/thumb_img/img12404.jpg
12406,우희다방,서울 성동구 독서당로 295,,02-2238-2386,/home/data/thumb_img/default4.jpg
12408,커피가먹고싶다,서울 중구 장충단로7길 7,,,/home/data/thumb_img/default3.jpg
12420,라스베이글 동대문DDP점,서울 중구 을지로 281,,,/home/data/thumb_img/default10.jpg
12427,더벤티 을지로6가점,서울 중구 을지로 252-2,,02-2277-0333,/home/data/thumb_img/img12427.jpg
12500,네스카페 밀리오레동대문점,"서울 중구 장충단로 263 상가건물 9층 115호,116호,117호",,02-3393-0101,/home/data/thumb_img/default8.jpg
12501,카페할로나,서울 성동구 마장로 208,,,/home/data/thumb_img/default8.jpg
12504,잇츠크리스피,서울 중구 장충단로 275 지하1층 41호,월~토 10:30 ~ 05:00,02-3398-5568,/home/data/thumb_img/img12504.jpg
12521,양과자제작소 소월길밀영,서울 용산구 두텁바위로35길 2 2층,"월,화,목,금,토 11:00 ~ 22:00",02-779-1992,/home/data/thumb_img/img12521.jpg
12527,행복이가득한집,서울 용산구 후암로 21-2 1층,매일 11:00 ~ 23:00,,/home/data/thumb_img/default10.jpg
12529,#도노커피,서울 용산구 두텁바위로 81-2,,,/home/data/thumb_img/img12529.jpg
12533,후암키즈랜드,서울 용산구 후암로35길 36 2층,영업시간 월~금 13:00 ~ 19:00,02-3789-3542,/home/data/thumb_img/img12533.jpg
12536,커피를사랑한 소믈리애,서울 용산구 소월로2길 23,,02-3789-0448,/home/data/thumb_img/img12536.jpg
12541,토이토핑슬라임 용산점,서울 용산구 한강대로104라길 39 3층,영업시간 월~금 13:00 ~ 19:00,070-7589-1278,/home/data/thumb_img/img12541.jpg
12543,후암하우스,서울 용산구 두텁바위로1길 63,,,/home/data/thumb_img/img12543.jpg
12545,케이키,서울 용산구 후암로48길 17 1층,,02-773-2993,/home/data/thumb_img/img12545.jpg
12546,레드리프 커피팩토리,서울 용산구 후암로28길 27 1층,,,/home/data/thumb_img/img12546.jpg
12549,플레이트B,서울 용산구 두텁바위로 89,,02-318-6980,/home/data/thumb_img/img12549.jpg
12553,곰발커피 후암동점,서울 용산구 두텁바위로 81,,02-779-0428,/home/data/thumb_img/img12553.jpg
12565,강남다방,서울 용산구 소월로2길 11,,,/home/data/thumb_img/default1.jpg
12575,블랭크씨 용산지점,서울 용산구 후암로28길 48,,,/home/data/thumb_img/default10.jpg
12583,꼬마카롱,서울 용산구 두텁바위로1길 50 102호,매일 11:00 ~ 19:00,010-5644-4137,/home/data/thumb_img/img12583.jpg
12584,에슬로우커피 서울역점,서울 용산구 한강대로 372 센트레빌아스테리움 C동 1층 107호,매일 07:00 ~ 01:00,02-318-0966,/home/data/thumb_img/img12584.jpg
12586,아나키브로스,서울 용산구 두텁바위로1길 36,영업시간 매일 12:00 ~ 24:00,,/home/data/thumb_img/img12586.jpg
12588,카페인시애틀 동자점,서울 용산구 한강대로104길 46,,02-3789-8482,/home/data/thumb_img/default4.jpg
12590,때가이르매 숙대점,서울 용산구 두텁바위로 8 4층,영업시간 월~금 12:00 ~ 22:00,070-4320-8495,/home/data/thumb_img/img12590.jpg
12598,카페공간,서울 용산구 한강대로104가길 4,,02-319-9838,/home/data/thumb_img/default7.jpg
12604,커피매니아,서울 용산구 한강대로104가길 7,,,/home/data/thumb_img/default10.jpg
12611,파반카페,서울 용산구 한강대로104가길 4,,,/home/data/thumb_img/default8.jpg
12617,커피다,서울 용산구 후암로 81,,02-778-6535,/home/data/thumb_img/default8.jpg
12627,파스쿠찌 남산트라팰리스점,"서울 중구 소월로2길 30 남산트라펠리스상가 110,111호",,02-3789-8491,/home/data/thumb_img/default10.jpg
12629,오리올케이크,서울 용산구 신흥로 95-7,,02-318-5212,/home/data/thumb_img/img12629.jpg
12630,에이그레이트카페 서울역아스테리아몰점,서울 용산구 한강대로 372 센트레빌 아스테리움 KDB생명타워 지하1층,,02-6388-7860,/home/data/thumb_img/default9.jpg
12640,업사이드,서울 용산구 신흥로5길 70,영업시간 월~금 12:00 ~ 19:00,,/home/data/thumb_img/img12640.jpg
12641,로칼커피,서울 용산구 한강대로 304 부경빌딩 102호,,02-774-0280,/home/data/thumb_img/default9.jpg
12643,꾸에바마테라,서울 용산구 소월로20길 30,영업시간 화~일 12:00 ~ 21:00,,/home/data/thumb_img/img12643.jpg
12649,투썸플레이스 CJ더센터점,서울 중구 소월로2길 12 2층,월~금 07:00 ~ 19:30,02-726-8930,/home/data/thumb_img/default10.jpg
12652,모노레일커피 서울역 아스테리움점,서울 용산구 한강대로 372 103호,,02-755-0253,/home/data/thumb_img/default8.jpg
12661,콩하나,서울 용산구 후암로57길 9-1,,02-319-0979,/home/data/thumb_img/default3.jpg
12675,비단콤마 소월길점,서울 중구 소월로 31-1 4층,월~토 11:30 ~ 18:00,02-3789-5675,/home/data/thumb_img/img12675.jpg
12677,에스티엑스리조트,서울 중구 후암로 98,,,/home/data/thumb_img/default7.jpg
12682,해방촌카페 올드타운,"서울 용산구 소월로20길 50 1층, 지하1층",,070-7797-1103,/home/data/thumb_img/img12682.jpg
12688,투썸플레이스 서울스퀘어점,서울 중구 한강대로 416 서울스퀘어 1층,월~금 07:30 ~ 22:00,02-6456-8919,/home/data/thumb_img/img12688.jpg
12691,블랙드럼,서울 중구 한강대로 416,월~금 07:00 ~ 22:00,,/home/data/thumb_img/img12691.jpg
12694,안토니오,서울 중구 후암로58길 21,,02-3789-1771,/home/data/thumb_img/img12694.jpg
12695,커피나무,서울 용산구 청파로 289-1,,02-701-4161,/home/data/thumb_img/img12695.jpg
12699,코피티암 서울스퀘어점,서울 중구 한강대로 416,월~금 07:00 ~ 22:00,02-6456-8837,/home/data/thumb_img/img12699.jpg
12711,에떼라이브카페,서울 용산구 한강대로84길 11 3층,,02-790-1511,/home/data/thumb_img/default6.jpg
12720,와플루이 서울시티타워점,서울 중구 후암로 110,,02-3789-5413,/home/data/thumb_img/default5.jpg
12726,더치앤빈 서울역점,서울 중구 한강대로 410 1층,월~금 07:00 ~ 21:00,,/home/data/thumb_img/default6.jpg
12728,29금,서울 용산구 소월로20길 36-1,,,/home/data/thumb_img/default6.jpg
12732,모노스테레오,서울 용산구 소월로26길 14,영업시간 화~일 12:00 ~ 01:00,,/home/data/thumb_img/img12732.jpg
12742,놀숲 숙대입구점,서울 용산구 청파로47길 52 명신프라자 지하1층,"월,화,수,목,일 10:00 ~ 12:00",02-715-3995,/home/data/thumb_img/img12742.jpg
12756,커피주아,서울 용산구 청파로71길 13,,,/home/data/thumb_img/img12756.jpg
12763,서울로 여행자카페,서울 중구 퇴계로 33,,02-312-8340,/home/data/thumb_img/img12763.jpg
12766,코피티암 숙대점,서울 용산구 청파로47가길 9,매일 10:00 ~ 22:00,02-707-0200,/home/data/thumb_img/default5.jpg
12768,스타벅스 남산단암점,서울 중구 소월로 10 120번지 단암빌딩,월~금 07:00 ~ 19:00,1522-3232,/home/data/thumb_img/img12768.jpg
12769,청파맨션,서울 용산구 청파로47나길 20,월~금 10:00 ~ 18:00,,/home/data/thumb_img/img12769.jpg
12772,홉슈크림 서울스퀘어점,서울 중구 한강대로 416 1층,월~금 07:30 ~ 22:00,02-6456-8939,/home/data/thumb_img/img12772.jpg
12777,공차 서울타워점,서울 용산구 남산공원길 105 107호,,02-773-7758,/home/data/thumb_img/img12777.jpg
12778,스타벅스 회현역점,서울 중구 퇴계로 72,월~금 07:00 ~ 21:00,1522-3232,/home/data/thumb_img/img12778.jpg
12783,엘보우룸,서울 용산구 한강대로71길 30 1층,월~금 07:30 ~ 18:00,02-6949-1456,/home/data/thumb_img/img12783.jpg
12791,르카페,서울 용산구 신흥로 33,매일 07:30 ~ 23:00,070-8899-2335,/home/data/thumb_img/default8.jpg
12792,공차 숙명여대점,서울 용산구 청파로47길 78 1층,매일 11:00 ~ 22:30,02-715-3303,/home/data/thumb_img/img12792.jpg
12795,카페나리나무,서울 용산구 청파로47길 47-12,매일 10:00 ~ 22:00,,/home/data/thumb_img/img12795.jpg
12808,마이쥬스 해방촌본점,서울 용산구 신흥로 30-1,영업시간 화~일 12:00 ~ 21:00,02-794-4550,/home/data/thumb_img/img12808.jpg
12813,투영프로젝숀,서울 용산구 만리재로 156 3층,영업시간 월~금 12:00 ~ 17:00,,/home/data/thumb_img/img12813.jpg
12816,투썸플레이스 중구YTN점,서울 중구 세종대로5길 22 1층,월~금 07:30 ~ 22:00,02-3789-0506,/home/data/thumb_img/img12816.jpg
12818,카페두다트 메트로타워점,서울 중구 퇴계로 10 메트로타워 지하 1층 4호,,,/home/data/thumb_img/default4.jpg
12820,여름지나가을,서울 중구 소공로6길 28,월~금 09:00 ~ 18:00,010-5830-3308,/home/data/thumb_img/img12820.jpg
12826,한아름커피숍,서울 용산구 한강대로77길 21,,02-790-7451,/home/data/thumb_img/default5.jpg
12828,커피업,서울 용산구 청파로 389,,,/home/data/thumb_img/default6.jpg
12829,커피드메소드 1호점,서울 용산구 용산동2가 산 1-11 남산N타워 4층,,,/home/data/thumb_img/default5.jpg
12832,카페아미,서울 중구 퇴계로12길 70,,02-3789-2635,/home/data/thumb_img/img12832.jpg
12834,로킷,서울 용산구 신흥로 54,,02-794-7768,/home/data/thumb_img/img12834.jpg
12839,차얌 숙명여대점,서울 용산구 청파로47길 88,,,/home/data/thumb_img/img12839.jpg
12862,테이크어웨이커피,서울 중구 소월로1길 8-12,,02-775-8255,/home/data/thumb_img/default5.jpg
12871,커피팩토리,서울 중구 퇴계로12길 39-18,,02-752-0751,/home/data/thumb_img/default5.jpg
12875,아이매뉴얼 1호점,서울 중구 퇴계로 36 삼선빌딩 2층,,,/home/data/thumb_img/img12875.jpg
12876,밀키웨이밀크티 숙대점,서울 용산구 청파로47길 62 지하1층,영업시간 월~금 14:10 ~ 17:10,070-8128-8912,/home/data/thumb_img/img12876.jpg
12882,맘모,서울 중구 소월로1길 8-12,,02-318-1126,/home/data/thumb_img/default9.jpg
12888,제노비아,서울 용산구 청파로47길 21,,,/home/data/thumb_img/default7.jpg
12892,카페심볼,서울 용산구 원효로93길 22,,02-6013-4634,/home/data/thumb_img/img12892.jpg
12895,바재커피,서울 중구 남대문시장8길 25,,02-776-5577,/home/data/thumb_img/default3.jpg
12900,구할9,"서울 중구 퇴계로20길 73 1, 2층",월~토 10:30 ~ 22:00,02-3789-5953,/home/data/thumb_img/img12900.jpg
12906,두들커피로스터리,서울 용산구 원효로89길 13,월~금 08:30 ~ 17:00,070-7808-7809,/home/data/thumb_img/img12906.jpg
12914,#52LAB,서울 중구 퇴계로14길 19,,070-4100-5252,/home/data/thumb_img/img12914.jpg
12917,남산커피,서울 중구 남대문시장2가길 12,,02-711-6023,/home/data/thumb_img/default10.jpg
12920,체리,서울 중구 퇴계로6길 5,,02-3789-5254,/home/data/thumb_img/default5.jpg
12928,카페동심,서울 중구 퇴계로20길 24 4층,화~일 10:00 ~ 21:00,02-6084-7079,/home/data/thumb_img/img12928.jpg
12932,퓨로쥬스,서울 중구 세종대로 17,,02-6386-8045,/home/data/thumb_img/default2.jpg
12934,미로틱청파,서울 용산구 청파로47가길 7-4 1층,,,/home/data/thumb_img/img12934.jpg
12940,메라키 용산점,서울 용산구 한강대로 205 용산파크자이 A동 101호,월~금 08:00 ~ 00:30,,/home/data/thumb_img/img12940.jpg
12942,고또카페,서울 중구 통일로 10 연세세브란스빌딩 지하1층 12호,,,/home/data/thumb_img/img12942.jpg
12943,아마스빈버블티,서울 용산구 청파로47길 35,,,/home/data/thumb_img/default7.jpg
12944,매머드익스프레스 남산점,서울 중구 소공로 46 B01호,,02-777-7747,/home/data/thumb_img/default10.jpg
12946,엘리아,서울 중구 퇴계로 39-1,,,/home/data/thumb_img/default10.jpg
12947,로제,서울 중구 세종대로 13,,,/home/data/thumb_img/default7.jpg
12951,투썸플레이스 신세계DF명동점,서울 중구 퇴계로 77 신세계면세점 11층,매일 09:00 ~ 20:30,02-3789-2377,/home/data/thumb_img/default7.jpg
